medicine_id,medicine_name,brand,pharmacy_names,latitudes,longitudes,total_quantity_sold
1651,Propranolol,Cosmos,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi), ALKEN PHARMACE","-1.2953742, -1.2757621, -1.2848129, -1.2575249, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.284749, -1.2172469, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2953175, -1.2624961, -1.2575724, -1.2816014, -1.2522439, -1.2345294, -1.2736832, -1.3068667, -1.3590694, -1.2857603, -1.3138776, -1.2844938, -1.2920658, -1.2520284, -1.3205309, -1.1835554, -1.2774587, -1.2607843, -1.2964585, -1.2004353, -1.2742434, -1.317058, -1.1852458, -1.3244384, -1.3127776, -1.2323179, -1.272905, -1.2959953, -1.2525589, -1.2523093, -1.277364, -1.1975121, -1.2837102, -1.275237, -1.291999, -1.2906482, -1.2871746, -1.2846548, ","36.7455442, 36.8290212, 36.7530976, 36.9120257, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.9000191, 36.8959913, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.89315819999999, 36.987496, 36.8945577, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.6984177, 36.8222835, 36.8117362, 36.818184, 36.8674089, 36.9038803, 36.8511881, 36.8969262, 36.7468779, 36.984962, 36.8951043, 36.828068, 36.7946567, 36.70374049999999, 36.9005074, 36.85141, 36.8082989, 36.7995443, 36.9005796, 36.8435388, 36.8959223, 36.9068067, 36.8984997, 36.8295928, 36.8035009, 36.851265, 36.8082191, 36.927833, 36.9497128, 36.8760519, 36.9025748, 36.7586288, 36.8219406, 36.8458016, 36.9029842, 36.89397, 36.85720",1304
1652,Pulse Oximeter,Pulse Oximeter,Romac Pharmacy ,-1.2706834,36.8466657,14
1664,Rabeprazole and Domperidone,Rabeflux Dsr,Jubilee-Care Chemist,-1.1003338,37.0129017,2
1668,Relief from Inflammation Swellimg,Meftal Forte,Romac Pharmacy ,-1.2706834,36.8466657,11
1674,Rivaroxaban,Xarelto,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,48
1690,Salbutamol,Sabulin,"B-sons pharmacy, MEDIBLEND , MEDPLEX CHEMIST","-1.2673667, -1.282731, -1.4293031","36.7509204, 36.7848689, 36.6872005",32
1691,Salbutamol,Azmasol,Apotek Pharmaceutical,-1.2885927,36.9504001,3
1692,Salbutamol,Ventil,"Eloc pharmacy , MEDPLEX CHEMIST","-1.2953742, -1.4293031","36.7455442, 36.6872005",2
1693,Salbutamol,Ventil,Apotek Pharmaceutical,-1.2885927,36.9504001,1
1694,Salbutamol,Bromsal,"ANGELIC STAR PHARMACEUTICALS, SIDAI CHEMIST","-1.2834847, -1.4779526","36.889222, 36.9577694",3
1695,Salbutamol,Cosmos,"Apotek Pharmaceutical, B-sons pharmacy, EMIR HEALTH CENTER ","-1.2885927, -1.2673667, -1.266125","36.9504001, 36.7509204, 36.910522",225
1697,Salbutamol ,Ascoril Expectorant,"EMIR HEALTH CENTER , Hallion medical center , MEDPLEX CHEMIST","-1.266125, -1.2063005, -1.4293031","36.910522, 36.8948593, 36.6872005",30
1698,Salbutamol ,Ascoril Expectorant,SIDAI CHEMIST,-1.4779526,36.9577694,1
1699,Salicylic Acid,Duofilm,Romac Pharmacy ,-1.2706834,36.8466657,14
1704,Salorex,Salorex Expectorant,"B-sons pharmacy, Disanjo Chemist , EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.2673667, -1.2650867, -1.266125, -1.4293031","36.7509204, 36.8826178, 36.910522, 36.6872005",38
1708,Secnidazole,Tagera Forte,"CHARLIK PHARMACY, Falcon medical clinic , Jubilee-Care Chemist, KARURA CHEMIST II  TILL 8073490, KEGAKA PHARMACY","-1.215894, -1.1003338, -1.2196352, -1.0133967","36.88669160000001, 37.0129017, 36.7128582, 36.9058388",38
1709,Secnidazole,Secnid DS,"ANGELIC STAR PHARMACEUTICALS, ANGELLIC STAR PHARMACY , Apotek Pharmaceutical, B-sons pharmacy, Jubilee-Care Chemist, Kasrut pharmacy, MEDIBLEND , Nas Chemist, urit medical ","-1.2834847, -1.2844625, -1.2885927, -1.2673667, -1.1003338, -1.4928076, -1.282731, 0.5206237, -1.1009928","36.889222, 36.885289, 36.9504001, 36.7509204, 37.0129017, 37.2463473, 36.7848689, 35.2762755, 37.0129877",126
1712,Seven seas Oad 60's,Omega,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi),","-1.2953742, -1.2757621, -1.2172469, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.284749, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2849438, -1.3139741, -1.2752485, -1.2185276, -1.2834847, -1.2773221, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2953175, -1.2575724, -1.32349, -1.2736832, -1.2694513, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.2706834, -1.3205309, -1.1835554, -1.2774587, -1.3647519, -1.2964585, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3244384, -1.3127776, -1.2323179, -1.272905, -1.2525589, -1.2523093, -1.277364, -1.1975121, -1.2837102, -1.275237, -1.2763955, -1.291999, -1.2906482, -1.2871746, -1.2846548, -1.2931221, -1.3082142, -1.","36.7455442, 36.8290212, 36.8959913, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.9000191, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.89315819999999, 36.987496, 36.8945577, 36.9861242, 36.9012134, 36.910138, 36.9025676, 36.889222, 36.8158265, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.6984177, 36.8117362, 36.70831, 36.8511881, 36.7998296, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.7946567, 36.8466657, 36.70374049999999, 36.9005074, 36.85141, 36.9454922, 36.7995443, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8984997, 36.8295928, 36.8035009, 36.851265, 36.927833, 36.9497128, 36.8760519, 36.9025748, 36.7586288, 36.8219406, 36.8268934, 36.8458016, 36.9029842, 36.89397, 36.8572037, 36.7897254, 36.91185",1269
1713,Sildenafil,Zedgra,"CARDINAL CHEMIST, urit medical ","-1.3958137, -1.1009928","36.7638655, 37.0129877",16
1714,Sildenafil,negax 50 mg,CARDINAL CHEMIST,-1.3958137,36.7638655,4
1717,Sildenafil,Nelgra,Nas Chemist,0.5206237,35.2762755,49
1719,Sildenafil,Kamagra,Jubilee-Care Chemist,-1.1003338,37.0129017,1
1720,Sildenafil,Vega,"Apotek Pharmaceutical, Disanjo Chemist ","-1.2885927, -1.2650867","36.9504001, 36.8826178",13
1721,Sildenafil,Kamagra Oral Jelly,"Eloc pharmacy , MEDPLEX CHEMIST, Nas Chemist","-1.2953742, -1.4293031, 0.5206237","36.7455442, 36.6872005, 35.2762755",25
1722,Sildenafil,vega,Falcon medical clinic ,,,50
1725,Sildenafil,Nelgra,Nas Chemist,0.5206237,35.2762755,14
1726,Sildenafil,Kamagra,ANGELIC STAR PHARMACEUTICALS,-1.2834847,36.889222,2
1727,Sildenafil,MTM,"Bripamu Medical Stores, Nas Chemist","-1.3111251, 0.5206237","36.8939304, 35.2762755",33
1728,Sildenafil,MTM,"ANGELIC STAR PHARMACEUTICALS, Crowmed pharmaceuticals , MEDIBLEND , Nas Chemist","-1.2834847, -1.3621855, -1.282731, 0.5206237","36.889222, 36.6555867, 36.7848689, 35.2762755",73
1731,Silver Sulfadiazine,Dermazine,"KARURA CHEMIST II  TILL 8073490, SIDAI CHEMIST","-1.2196352, -1.4779526","36.7128582, 36.9577694",3
1744,Sitagliptin ,Inosita Plus,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,23
1754,Spironolactone,Spirolac,Eloc pharmacy ,-1.2953742,36.7455442,29
1763,Sulfadoxine ,Fanlar,"ANGELLIC STAR PHARMACY , BetahCare Family Health Clinic",-1.2844625,36.885289,2
1764,Sulfamethoxazole ,"Sulfran, Ds",ANGELLIC STAR PHARMACY ,-1.2844625,36.885289,40
1766,Sulfur,Sulphur Ointment,"MEDPLEX CHEMIST, Romac Pharmacy , urit medical ","-1.4293031, -1.2706834, -1.1009928","36.6872005, 36.8466657, 37.0129877",14
1769,Surgical Blade,Surgical Blade,"Bripamu Medical Stores, CARDINAL CHEMIST, MEDPLEX CHEMIST, urit medical ","-1.3111251, -1.3958137, -1.4293031, -1.1009928","36.8939304, 36.7638655, 36.6872005, 37.0129877",17
1770,Surgical Spirit,Generic,"BetahCare Family Health Clinic, Bonaim pharmacy , EMIR HEALTH CENTER ","-1.2062072, -1.266125","36.89570200000001, 36.910522",9
1771,Surgical Spirit,Generic,"Apotek Pharmaceutical, CARDINAL CHEMIST","-1.2885927, -1.3958137","36.9504001, 36.7638655",4
1772,Surgical Spirit,Generic,Falcon medical clinic ,,,1
1773,Surgical Spirit,Generic,"Apotek Pharmaceutical, CARDINAL CHEMIST","-1.2885927, -1.3958137","36.9504001, 36.7638655",6
1774,Surgical Spirit,Generic,"Apotek Pharmaceutical, CARDINAL CHEMIST, Eloc pharmacy , EMIR HEALTH CENTER , Falcon medical clinic ","-1.2885927, -1.3958137, -1.2953742, -1.266125","36.9504001, 36.7638655, 36.7455442, 36.910522",22
1775,Swab Gauze,"Generic, Sterile",KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,30
1784,Systane Ultra Eye Drops,Systane Ultra Eye Drops,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,2
1789,Tadalafil,Talgentis,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,10
1792,Tape - Surgical,Transpore,Romac Pharmacy ,-1.2706834,36.8466657,10
1796,Teething Powder,Ashton And Parsons,"Bripamu Medical Stores, Eloc pharmacy , Falcon medical clinic , Romac Pharmacy , SIDAI CHEMIST","-1.3111251, -1.2953742, -1.2706834, -1.4779526","36.8939304, 36.7455442, 36.8466657, 36.9577694",114
1798,Telmisartan,Telmi 40,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,30
1802,Telmisartan,Telmi 80,"EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490","-1.266125, -1.2196352","36.910522, 36.7128582",23
1810,Telmisartan ,Teltas 40 H,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi), ALKEN PHARMACEUTICAL L","-1.2953742, -1.2757621, -1.2848129, -1.2575249, -1.2755888, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.284749, -1.2172469, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2597254, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2953175, -1.2624961, -1.2575724, -1.32349, -1.2816014, -1.2736832, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.2706834, -1.1835554, -1.2774587, -1.3647519, -1.2964585, -1.2856445, -1.2004353, -1.2742434, -1.317058, -1.1852458, -1.3244384, -1.3127776, -1.2323179, -1.272905, -1.2525589, -1.277364, -1.1975121, -1.2837102, -1.275237, -1.2763955, -1.291999, -1.2906482, -1.","36.7455442, 36.8290212, 36.7530976, 36.9120257, 36.9109491, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.9000191, 36.8959913, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.89315819999999, 36.987496, 36.8945577, 36.8268476, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.6984177, 36.8222835, 36.8117362, 36.70831, 36.818184, 36.8511881, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.7946567, 36.8466657, 36.9005074, 36.85141, 36.9454922, 36.7995443, 36.8297902, 36.9005796, 36.8435388, 36.8959223, 36.9068067, 36.8984997, 36.8295928, 36.8035009, 36.851265, 36.927833, 36.8760519, 36.9025748, 36.7586288, 36.8219406, 36.8268934, 36.8458016, 36.9029842, 36.",1208
1813,Terbinafine,Oncosil,MEDPLEX CHEMIST,-1.4293031,36.6872005,6
1814,Terbinafine,Terbin Cream,Bonaim pharmacy ,-1.2062072,36.89570200000001,1
1820,Terbinafine ,Terbibact Mixi,Bripamu Medical Stores,-1.3111251,36.8939304,1
1821,Test: HIV cassette,HIV Cassette,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi), ALKEN PHARMACEUTICAL LTD - B-CENTRE (Nairobi), ALKEN PHARMACEUTICALS LTD (Nairobi), ALKEN PHAR","-1.2953742, -1.2757621, -1.2848129, -1.2172469, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2744794, -1.2731049, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.284749, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.32349, -1.2816014, -1.2345294, -1.2736832, -1.3068667, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.2706834, -1.3205309, -1.1835554, -1.2774587, -1.3647519, -1.2607843, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.1852458, -1.3127776, -1.2323179, -1.272905, -1.2525589, -1.2523093, -1.277364, -1.1975121, -1.3244384, -1.2837102, -1.275237, -1.2763955, -1.291999, -1.2871746, -1.2846548, -1.2931221, -1.3082142, -","36.7455442, 36.8290212, 36.7530976, 36.8959913, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8506309, 36.8512824, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9000191, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.89315819999999, 36.987496, 36.8945577, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.70831, 36.818184, 36.9038803, 36.8511881, 36.8969262, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.8219462, 36.7946567, 36.8466657, 36.70374049999999, 36.9005074, 36.85141, 36.9454922, 36.8082989, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.9068067, 36.8295928, 36.8035009, 36.851265, 36.927833, 36.9497128, 36.8760519, 36.9025748, 36.8984997, 36.7586288, 36.8219406, 36.8268934, 36.8458016, 36.89397, 36.8572037, 36.7",1202
1822,Test: Malaria Kit Plus Test,Generic,"Falcon medical clinic , SAMIALBA",-1.279668,36.82553,12
1824,Test: Urine Pregnancy,Cassete,"B-sons pharmacy, Bripamu Medical Stores, urit medical ","-1.2673667, -1.3111251, -1.1009928","36.7509204, 36.8939304, 37.0129877",25
1825,Test: Urine Pregnancy,Erovita,"ANGELIC STAR PHARMACEUTICALS, CARDINAL CHEMIST, Eloc pharmacy ","-1.2834847, -1.3958137, -1.2953742","36.889222, 36.7638655, 36.7455442",41
1826,Testosteron,Sustanon,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AL-HANAF PHARMACY (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi), ALKEN PHARMACEUTICALS LTD (Nairobi), ALKEN PHARMACEUTICA","-1.2757621, -1.2848129, -1.2172469, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2721321, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.284749, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2624961, -1.2575724, -1.32349, -1.2816014, -1.2345294, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.3205309, -1.1835554, -1.3647519, -1.2607843, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3244384, -1.3127776, -1.2323179, -1.272905, -1.2525589, -1.2523093, -1.277364, -1.1975121, -1.275237, -1.2763955, -1.291999, -1.2906482, -1.2871746, -1.2846548, -1.2931221, -1.","36.8290212, 36.7530976, 36.8959913, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8424626, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9000191, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.987496, 36.8945577, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.8222835, 36.8117362, 36.70831, 36.818184, 36.9038803, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.7946567, 36.70374049999999, 36.9005074, 36.9454922, 36.8082989, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8984997, 36.8295928, 36.8035009, 36.851265, 36.927833, 36.9497128, 36.8760519, 36.9025748, 36.8219406, 36.8268934, 36.8458016, 36.9029842, 36.89397, 36.8572037, 36.7897254, 36.802675",1145
1827,Tetracycline,Ocucycline,EMIR HEALTH CENTER ,-1.266125,36.910522,1
1829,Tetracycline,"Generic, Ointment",Nas Chemist,0.5206237,35.2762755,2
1833,Theophylline ,Gifol,"KARURA CHEMIST II  TILL 8073490, memah bestcare pharmacy","-1.2196352, -0.3076936","36.7128582, 38.2196697",24
1837,Thioicarb,Thiocarb,"CHARLIK PHARMACY, Jubilee-Care Chemist, MEDPLEX CHEMIST, THE MUTHAMI  HOSPITAL ","-1.215894, -1.1003338, -1.4293031, -1.214086","36.88669160000001, 37.0129017, 36.6872005, 36.7222231",20
1839,Tincture Of Iodine,Generic,Apotek Pharmaceutical,-1.2885927,36.9504001,1
